FruitID,Wet,Wet_date
GS1_98.02,14.73,9
GS1_65.04,14.99,9
GS1_65.05,16.27,9
GS1_153.04,16.01,9
GS1_153.05,15.95,9
GS1_153.06,16.7,9
GS1_153.01,15.13,9
GS1_65.06,15.26,9
GS1_153.03,15.05,9
GS1_153.02,14.85,9
GS1_98.03,15.84,9
GS1_98.04,14.86,9
GS1_33.05,14.11,9
GS1_98.06,14.48,9
GS1_33.06,15.85,9
GS1_98.05,14.11,9
GS1_98.01,14.68,9
GS1_61.01,14.7,9
GS1_43.02,15.45,10
GS1_43.05,16.23,10
GS1_43.04,16,10
GS1_43.03,15.7,10
GS1_43.06,13.97,10
GS1_95.02,15.93,10
GS1_95.03,No Data,10
GS1_95.01,No Data,10
GS1_95.04,13.92,10
GS1_188.02,14.82,10
GS1_95.06,15,10
GS1_95.05,16.010000000000002,10
GS1_188.01,14.71,10
GS1_188.04,14.42,10
GS1_188.03,15.13,10
GS1_43.01,15.19,10
GS1_67.03,16.32,10
GS1_67.05,14.89,10
GS1_67.06,15.63,10
GS1_3.03,15.38,10
GS1_67.02,14.97,10
GS1_3.02,16.010000000000002,10
GS1_3.06,14.76,10
GS1_148.02,15.59,10
GS1_97.05,14.95,10
GS1_168.03,15.97,10
GS1_97.03,16.63,10
GS1_97.01,15.52,10
GS1_168.05,13.82,10
GS1_168.04,16.670000000000002,10
GS1_97.04,14.56,10
GS1_168.01,14.73,10
GS1_168.02,15.93,10
GS1_3.05,14.26,10
GS1_168.06,14.48,10
GS1_97.02,14.01,10
GS1_148.01,14.22,10
GS1_148.06,13.77,10
GS1_97.06,16.64,10
GS1_3.04,16.66,10
GS1_148.03,15.65,10
GS1_3.01,15.29,10
GS1_67.04,13.34,10
GS1_148.04,15.97,10
GS1_120.01,15.77,10
GS1_148.05,15.84,10
GS1_67.01,15.96,10
GS1_120.02,14.87,10
GS1_120.02,16.09,10
GS1_120.03,16.11,10
GS1_120.04,13.45,10
GS1_120.05,13.76,10
GS1_120.06,16.5,10
GS1_15.06,15.22,10
GS1_15.04,14.25,10
GS1_15.01,14.25,10
GS1_15.05,15.43,10
GS1_15.02,15.84,10
GS1_15.03,14.15,10
GS1_140.02,14.13,10
GS1_140.03,14.46,10
GS1_140.05,16.059999999999999,10
GS1_140.04,14.02,10
GS1_140.01,15.35,10
GS1_193.03,13.51,10
GS1_100.01,15.04,10
GS1_193.02,13.21,10
GS1_193.01,13.86,10
GS1_100.02,12.92,10
GS1_100.05,16.46,10
GS1_100.04,16.38,10
GS1_100.03,14.32,10
GS1_100.06,15.4,10
GS1_193.04,16.399999999999999,10
GS1_193.05,15.57,10
GS1_193.06,14.35,10
GS1_204.04,14.58,10
GS1_204.03,15.39,10
GS1_204.02,15.69,10
GS1_204.01,14.81,10
GS1_174.05,15,10
GS1_174.02,16.02,10
GS1_174.04,14.98,10
GS1_37.05,14.85,10
GS1_174.01,16.28,10
GS1_37.06,14.85,10
GS1_37.04,16.04,10
GS1_37.01,16.07,10
GS1_37.02,15.99,10
GS1_174.03,14.6,10
GS1_37.03,16.149999999999999,10
GS1_43.04,15.88,11
GS1_43.02,14.25,11
GS1_43.01,15.59,11
GS1_43.03,13.22,11
GS1_74.02,15.54,12
GS1_209.02,15.13,12
GS1_207.04,15.03,12
GS1_142.06,15.32,12
GS1_209.01,14.92,12
GS1_207.03,15.37,12
GS1_74.03,15.06,12
GS1_209.05,15.64,12
GS1_209.06,15.08,12
GS1_207.02,15.13,12
GS1_142.02,15.3,12
GS1_142.05,15.22,12
GS1_209.04,15.55,12
GS1_207.06,15.44,12
GS1_207.05,15.17,12
GS1_74.04,15.13,12
GS1_207.01,15.08,12
GS1_142.04,13.75,12
GS1_74.05,15.82,12
GS1_142.03,14.6,12
GS1_209.03,15.4,12
GS1_142.01,15.07,12
GS1_191.02,15.11,12
GS1_181.02,15.96,12
GS1_114.02,15.48,12
GS1_202.04,15.56,12
GS1_114.06,14.99,12
GS1_171.03,15.6,12
GS1_181.01,15.73,12
GS1_202.05,15.04,12
GS1_171.01,15.64,12
GS1_202.06,15.09,12
GS1_114.03,15.12,12
GS1_206.01,15.5,12
GS1_202.02,15.42,12
GS1_206.05,14.9,12
GS1_114.01,14.86,12
GS1_109.03,15.01,12
GS1_181.05,15.26,12
GS1_181.06,14.97,12
GS1_181.03,15.69,12
GS1_181.04,15.64,12
GS1_109.06,14.89,12
GS1_171.06,15.46,12
GS1_109.05,15.11,12
GS1_206.03,15.13,12
GS1_109.04,15.1,12
GS1_171.05,15.41,12
GS1_109.01,15.66,12
GS1_74.01,15.26,12
GS1_202.01,15.23,12
GS1_109.02,15.1,12
GS1_191.01,15.16,12
GS1_114.04,15.52,12
GS1_171.02,15.89,12
GS1_114.05,15.46,12
GS1_171.04,15.78,12
GS1_83.06,14,12
GS1_83.02,15.08,12
GS1_202.03,15.64,12
GS1_151.03,15.48,12
GS1_143.01,15.91,12
GS1_143.02,15.25,12
GS1_143.04,16.01,12
GS1_143.03,15.5,12
GS1_151.01,15.15,12
GS1_186.04,15.45,12
GS1_186.03,15.24,12
GS1_143.05,14.97,12
GS1_186.01,15.87,12
GS1_83.01,15.22,12
GS1_151.02,15.57,12
GS1_186.02,16,12
GS1_143.06,11.68,12
GS1_206.04,15.04,12
GS1_136.01,15.37,12
GS1_206.06,15.58,12
GS1_83.04,14.09,12
GS1_83.03,15.59,12
GS1_206.02,15.29,12
GS1_136.05,15.39,12
GS1_121.01,15.29,12
GS1_136.06,15.38,12
GS1_136.02,15.86,12
GS1_136.03,15.42,12
GS1_128.06,13.97,12
GS1_128.05,14.42,12
GS1_151.04,14.87,12
GS1_128.04,14.48,12
GS1_121.04,14.69,12
GS1_136.04,15.65,12
GS1_83.05,15.38,12
GS1_128.03,15.34,12
GS1_121.02,15.26,12
GS1_151.05,15.22,12
GS1_151.06,15.15,12
GS1_121.03,15.08,12
GS1_128.02,15.5,12
GS1_128.01,15.28,12
GS1_68.03,15.74,12
GS1_68.05,15.22,12
GS1_68.01,16.03,12
GS1_68.02,15.09,12
GS1_68.04,15.48,12
GS1_210.04,15.14,12
GS1_123.03,15.5,12
GS1_196.04,15.55,12
GS1_210.06,15.25,12
GS1_121.05,15.45,12
GS1_123.04,13.61,12
GS1_123.01,15.89,12
GS1_41.03,15.71,12
GS1_121.06,15.12,12
GS1_210.03,15.51,12
GS1_41.04,15.21,12
GS1_123.02,15.33,12
GS1_210.05,15.6,12
GS1_123.05,15.13,12
GS1_41.02,15.14,12
GS1_9.03,15.73,12
GS1_196.06,15.14,12
GS1_123.06,15.12,12
GS1_210.02,15.58,12
GS1_210.01,14.68,12
GS1_41.06,15.34,12
GS1_41.05,15.68,12
GS1_41.01,12.57,12
GS1_130.05,16.11,12
GS1_28.01,15.06,12
GS1_130.04,15.65,12
GS1_195.05,15.28,12
GS1_130.01,15.52,12
GS1_130.03,14.52,12
GS1_130.06,15.8,12
GS1_130.02,14.81,12
GS1_28.03,15.4,12
GS1_195.04,15.2,12
GS1_196.01,14.78,12
GS1_196.02,15.44,12
GS1_195.02,14.46,12
GS1_196.05,14.46,12
GS1_9.06,14.8,12
GS1_9.01,14.36,12
GS1_195.03,16.13,12
GS1_9.04,12.52,12
GS1_195.01,14.51,12
GS1_9.05,15.32,12
GS1_9.02,15.49,12
GS1_195.06,16.17,12
GS1_196.03,16.13,12
GS1_28.02,14.78,12
GS1_93.05,15.52,12
GS1_93.04,15.41,12
GS1_93.01,15.69,12
GS1_71.04,15.61,12
GS1_93.02,15.38,12
GS1_71.05,15.21,12
GS1_93.03,14.95,12
GS1_71.06,15.44,12
GS1_93.06,15.49,12
GS1_71.03,15.5,12
GS1_187.01,15.56,12
GS1_187.02,15.24,12
GS1_71.02,15.47,12
GS1_187.03,15.74,12
GS1_187.06,15.66,12
GS1_71.01,15.47,12
GS1_187.05,10.92,12
GS1_187.04,15.08,12
GS1_96.01,15.34,12
GS1_96.02,15.06,12
GS1_13.04,16.04,12
GS1_13.02,15.53,12
GS1_13.01,15.53,12
GS1_23.01,15.49,12
GS1_23.06,15.64,12
GS1_13.03,15.27,12
GS1_23.03,15.71,12
GS1_96.05,15.61,12
GS1_96.03,15.6,12
GS1_96.04,15.89,12
GS1_23.05,15.72,12
GS1_13.05,15.37,12
GS1_96.06,15.04,12
GS1_23.02,15.81,12
GS1_23.04,15.67,12
