FruitID,Dry,Dry_date
GS1_25.06,2.39,10
GS1_46.04,2.28,10
GS1_79.04,2.67,10
GS1_79.05,2.14,10
GS1_79.01,2.46,10
GS1_79.06,2.43,10
GS1_79.02,1.8,10
GS1_50.03,2.3,10
GS1_79.03,2.25,10
GS1_50.02,1.88,10
GS1_50.01,2.2,10
GS1_50.04,2.4,10
GS1_50.06,2.95,10
GS1_50.05,1.88,10
GS1_129.03,1.92,10
GS1_129.02,2.1,10
GS1_129.05,1.88,10
GS1_129.01,2.22,10
GS1_129.04,1.86,10
GS1_42.06,2.38,10
GS1_60.04,1.93,10
GS1_42.03,3.07,10
GS1_42.01,2.52,10
GS1_60.01,2.11,10
GS1_127.05,2.35,10
GS1_127.04,2.05,10
GS1_60.02,2.09,10
GS1_161.04,2.32,10
GS1_161.03,2.39,10
GS1_127.06,2.88,10
GS1_161.06,1.69,10
GS1_161.02,1.94,10
GS1_161.01,1.52,10
GS1_127.03,2.5,10
GS1_127.02,1.91,10
GS1_42.02,3.04,10
GS1_127.01,2.68,10
GS1_42.05,1.98,10
GS1_60.05,2.26,10
GS1_60.06,1.95,10
GS1_42.04,2.48,10
GS1_161.05,1.59,10
GS1_110.04,1.59,10
GS1_60.03,1.77,10
GS1_110.06,2.53,10
GS1_110.05,1.88,10
GS1_110.03,2.4,10
GS1_110.02,2.16,10
GS1_110.01,2.13,10
GS1_140.03,2.03,11
GS1_3.01,2.22,11
GS1_148.03,2.13,11
GS1_97.06,2.95,11
GS1_3.04,2.72,11
GS1_168.06,1.76,11
GS1_97.02,2.38,11
GS1_148.01,1.99,11
GS1_148.06,1.86,11
GS1_97.04,2.19,11
GS1_168.01,2.38,11
GS1_168.02,2.81,11
GS1_97.03,2.96,11
GS1_97.01,2.46,11
GS1_168.03,3.06,11
GS1_97.05,2.45,11
GS1_168.05,2.46,11
GS1_3.05,2.97,11
GS1_168.04,2.79,11
GS1_148.02,2.21,11
GS1_3.06,2.35,11
GS1_15.03,2.73,11
GS1_120.04,1.83,11
GS1_15.04,2.12,11
GS1_120.05,1.84,11
GS1_67.01,2.25,11
GS1_67.04,1.85,11
GS1_148.04,2.23,11
GS1_120.02,2.33,11
GS1_120.02,2.13,11
GS1_120.01,2.38,11
GS1_148.05,1.98,11
GS1_120.06,2.46,11
GS1_140.02,2.6,11
GS1_15.01,2.46,11
GS1_15.05,3.17,11
GS1_15.06,2.48,11
GS1_120.03,2.29,11
GS1_15.02,2.7,11
GS1_140.05,2.85,11
GS1_193.03,1.69,11
GS1_140.04,2.42,11
GS1_140.01,2.44,11
GS1_100.04,2.49,11
GS1_100.05,2.26,11
GS1_174.02,2.67,11
GS1_193.05,2.12,11
GS1_100.03,1.99,11
GS1_174.05,2.63,11
GS1_193.06,1.73,11
GS1_100.06,1.96,11
GS1_100.02,1.59,11
GS1_204.01,2.15,11
GS1_193.01,1.66,11
GS1_204.04,1.66,11
GS1_204.02,1.81,11
GS1_204.03,2.12,11
GS1_193.04,1.69,11
GS1_193.02,1.52,11
GS1_100.01,2,11
GS1_43.03,1.94,11
GS1_37.04,2.04,11
GS1_43.01,2.46,11
GS1_43.02,2.41,11
GS1_43.04,2.7,11
GS1_37.03,2.51,11
GS1_37.01,2.4,11
GS1_37.02,1.9,11
GS1_174.03,2.37,11
GS1_37.06,2.67,11
GS1_174.01,3.1,11
GS1_37.05,2.02,11
GS1_174.04,2.75,11
GS1_130.02,2.05,12
GS1_196.02,1.52,12
GS1_210.02,2.57,12
GS1_41.01,1.94,12
GS1_41.05,2.48,12
GS1_123.06,2.22,12
GS1_130.05,3.27,12
GS1_28.01,2.91,12
GS1_41.06,2.17,12
GS1_196.06,1.45,12
GS1_130.06,2.51,12
GS1_210.01,2.36,12
GS1_130.04,2.49,12
GS1_9.03,2.94,12
GS1_130.03,2.84,12
GS1_196.01,2.27,12
GS1_195.05,2.7,12
GS1_130.01,2.41,12
GS1_195.04,2.33,12
GS1_28.03,2.96,12
GS1_68.04,2.21,12
GS1_68.02,2.53,12
GS1_68.01,2.82,12
GS1_210.04,2.18,12
GS1_123.01,2.42,12
GS1_123.03,2.02,12
GS1_123.04,2.03,12
GS1_68.05,2.32,12
GS1_41.04,2.65,12
GS1_196.04,1.66,12
GS1_41.02,2.42,12
GS1_210.03,2.32,12
GS1_123.05,2.13,12
GS1_121.06,1.78,12
GS1_210.05,2.2,12
GS1_121.05,2.34,12
GS1_41.03,2.41,12
GS1_210.06,2.23,12
GS1_123.02,2.02,12
GS1_68.03,2.25,12
GS1_128.04,1.88,12
GS1_151.05,3.01,12
GS1_136.03,1.65,12
GS1_128.06,1.97,12
GS1_121.04,2.2,12
GS1_136.02,2.5,12
GS1_136.06,1.75,12
GS1_128.05,1.81,12
GS1_136.04,2.48,12
GS1_121.01,2.17,12
GS1_151.04,2.09,12
GS1_121.02,2.01,12
GS1_136.05,2.19,12
GS1_128.01,1.92,12
GS1_128.02,1.94,12
GS1_121.03,1.99,12
GS1_128.03,2.68,12
GS1_83.05,2.24,12
GS1_151.06,1.53,12
GS1_136.01,1.72,12
GS1_206.06,2.14,12
GS1_206.04,1.87,12
GS1_83.04,2.66,12
GS1_143.05,2.82,12
GS1_151.01,2.59,12
GS1_143.03,1.86,12
GS1_186.01,2.77,12
GS1_143.04,2.39,12
GS1_186.04,2.51,12
GS1_143.06,1.95,12
GS1_83.01,2.89,12
GS1_143.02,2.43,12
GS1_143.01,2.28,12
GS1_151.03,2.44,12
GS1_186.03,2.7,12
GS1_83.03,2.23,12
GS1_186.02,2.6,12
GS1_206.02,2.31,12
GS1_151.02,2.66,12
GS1_142.05,1.86,12
GS1_209.01,1.98,12
GS1_74.04,1.88,12
GS1_142.02,2.21,12
GS1_74.02,1.93,12
GS1_207.03,1.85,12
GS1_209.02,2.16,12
GS1_207.04,2.09,12
GS1_207.02,2.04,12
GS1_207.05,2.16,12
GS1_142.03,2.4,12
GS1_74.05,1.71,12
GS1_142.04,1.26,12
GS1_207.06,1.9,12
GS1_142.06,2.19,12
GS1_74.03,2.07,12
GS1_209.06,1.95,12
GS1_207.01,2.01,12
GS1_209.04,1.91,12
GS1_209.05,2.13,12
GS1_181.06,2.34,12
GS1_181.05,2.15,12
GS1_202.05,1.9,12
GS1_114.02,2.2,12
GS1_209.03,2.38,12
GS1_142.01,2.2,12
GS1_181.01,2.24,12
GS1_202.04,2.33,12
GS1_206.05,1.82,12
GS1_171.01,2.41,12
GS1_109.03,1.85,12
GS1_202.02,2.06,12
GS1_206.01,2.29,12
GS1_114.06,2.1,12
GS1_191.02,1.94,12
GS1_114.01,2.14,12
GS1_114.03,2.22,12
GS1_202.06,2.05,12
GS1_181.02,2.41,12
GS1_171.03,2.61,12
GS1_9.02,2.77,12
GS1_9.05,2.8,12
GS1_195.02,2.78,12
GS1_195.01,2.59,12
GS1_28.02,3.02,12
GS1_196.03,2.47,12
GS1_196.05,1.42,12
GS1_9.04,1.91,12
GS1_195.06,2.9,12
GS1_195.03,2.97,12
GS1_9.06,2.54,12
GS1_9.01,2.74,12
GS1_13.05,2.46,12
GS1_23.05,2.01,12
GS1_96.04,2.61,12
GS1_96.05,2.98,12
GS1_23.03,1.49,12
GS1_96.06,2.69,12
GS1_96.03,2.62,12
GS1_23.01,2.21,12
GS1_23.02,2.28,12
GS1_13.01,2.54,12
GS1_13.02,2.43,12
GS1_13.03,2.74,12
GS1_23.04,1.94,12
GS1_23.06,2.51,12
GS1_13.04,2.6,12
GS1_96.02,2.44,12
GS1_71.02,2.65,12
GS1_93.06,2.64,12
GS1_93.02,2.47,12
GS1_71.05,2.62,12
GS1_71.04,2.71,12
GS1_96.01,2.31,12
GS1_187.03,3.24,12
GS1_187.06,2,12
GS1_71.03,2.78,12
GS1_187.05,1.69,12
GS1_93.01,2.64,12
GS1_93.03,2.55,12
GS1_187.01,2.18,12
GS1_93.04,2.09,12
GS1_71.01,2.38,12
GS1_187.02,2.95,12
GS1_71.06,2.41,12
GS1_187.04,2.6,12
GS1_93.05,2.42,12
GS1_171.04,2.76,12
GS1_114.05,2.27,12
GS1_109.01,2.57,12
GS1_109.05,2.21,12
GS1_171.02,2.5,12
GS1_74.01,2.04,12
GS1_171.06,2.26,12
GS1_206.03,2.13,12
GS1_83.06,1.83,12
GS1_109.06,1.77,12
GS1_109.04,1.97,12
GS1_181.04,2.33,12
GS1_114.04,2.22,12
GS1_202.01,2.04,12
GS1_83.02,2.16,12
GS1_202.03,1.99,12
GS1_109.02,2,12
GS1_171.05,2.25,12
GS1_181.03,2.42,12
