EntryID,Weight,Length,Width,X,Y,Z
18-3723_Rep2_9.4,575.9,12.5,10,39.379,33.852,4.606
18-3723_Rep2_11.1,499.5,17,8,36.435,30.03,3.651
18-3723_Rep2_11.2,505.6,16,8.5,40.078,33.385,4.446
18-3723_Rep2_11.3,537.4,16.5,8.5,45.98,39.5,7.257
18-3723_Rep2_11.4,500.1,16,8,37.588,30.703,3.775
18-3723_Rep2_11.5,525,16.5,8.5,44.293,37.119,5.757
18-3723_Rep2_11.6,486.9,16.5,8.5,38.655,31.999,4.027
18-3725_Rep3_1.1,463.6,13.5,8,35.058,28.002,3.022
18-3725_Rep3_4.1,398.5,12.5,8,40.235,33.464,3.645
18-3725_Rep3_4.2,417.9,13.5,8,37.654,31.055,3.399
18-3725_Rep3_4.3,510.4,12.5,9,36.252,30.037,3.393
18-3725_Rep3_4.4,437.5,13.5,8,37.136,30.571,3.212
18-3725_Rep3_4.5,568.4,13.5,9,37.359,30.796,3.423
18-3725_Rep3_4.6,442.4,13.5,8,38.486,31.605,3.347
18-3725_Rep3_5.1,568.6,15.5,9,34.224,28.427,3.243
18-3725_Rep3_5.2,363.4,14,8,33.954,27.09,2.982
18-3725_Rep3_5.3,318.9,13,7.5,34.141,27.333,2.818
18-3725_Rep3_5.4,482.3,15.5,8,35.766,28.901,3.271
18-3725_Rep3_5.5,463.4,14.5,8.5,36.098,29.297,3.004
18-3725_Rep3_6.1,394.1,13.5,7,33.789,26.83,2.741
18-3725_Rep3_6.2,470.6,11.5,8.5,39.645,33.096,3.657
18-3725_Rep3_6.3,393.7,10.5,8.5,36.598,30.437,3.424
18-3725_Rep3_6.4,365.3,11,8,37.171,30.563,3.383
18-3725_Rep3_7.1,432.5,11,8.5,38.191,31.625,3.705
18-3725_Rep3_7.2,304.9,11.5,7.5,40.716,34.659,4.425
18-3725_Rep3_7.3,397.7,11.5,8.5,38.485,31.557,3.69
18-3725_Rep3_7.4,284.1,9.5,7,37.024,30.573,3.449
18-3725_Rep3_8.1,653.1,14,8.5,39.749,32.196,3.446
18-3725_Rep3_8.2,627.8,12,9.5,42.057,35.617,5.555
18-3725_Rep3_8.3,316.4,11,6.5,37.026,29.939,3.758
18-3725_Rep3_8.4,296.2,10.5,7.5,39.346,32.892,3.13
18-3725_Rep3_8.5,167.1,9,6,39.193,32.213,3.152
18-3725_Rep3_8.6,489.9,13,8,42.787,35.464,4.918
18-3725_Rep3_9.1,465.6,12,9,40.94,34.076,4.014
18-3725_Rep3_9.2,734.4,15,10.5,39.692,32.874,3.539
18-3725_Rep3_9.3,617.2,12.5,9.5,41.369,34.688,3.981
18-3725_Rep3_9.4,562.3,13,9.5,39.975,32.955,3.526
18-3725_Rep3_9.5,555.4,12.5,10,40.039,33.014,3.395
18-3725_Rep3_10.1,425.5,13,7.5,36.435,30.561,4.764
18-3725_Rep3_10.2,439.2,12,8.5,38.55,31.978,4.07
18-3725_Rep3_10.3,535.2,13,9,39.838,32.38,4.169
18-3725_Rep3_10.4,510.8,11,9,39.616,33.349,3.949
18-3725_Rep3_10.5,529.9,12.5,9,38.795,32.593,3.887
18-3725_Rep3_10.6,273,11,7,38.591,32.172,4.197
18-3724_Rep1_9.1,786.9,17,10,37.969,31.422,3.712
18-3724_Rep1_9.2,486.7,14.5,8.5,38.644,31.492,3.163
18-3724_Rep1_9.3,626.9,15,9,41.117,34.914,4.144
18-3724_Rep1_9.4,834,15,10,44.052,37.823,5.029
18-3724_Rep1_11.1,539.7,14.5,9,39.078,31.26,3.088
18-3724_Rep1_11.2,594.7,14.5,9,41.481,33.281,3.646
18-3724_Rep1_11.3,624.7,14,9.5,40.306,32.815,3.664
18-3724_Rep1_11.4,651.9,13,9.5,41.028,33.884,4.198
18-3724_Rep1_12.1,368,15.5,7.5,41.185,34.514,4.548
18-3724_Rep1_12.2,355.2,14.5,7.5,41.801,36.88,4.757
18-3724_Rep1_12.3,770.1,18.5,9,40.466,34.235,5.012
18-3724_Rep1_12.4,193.1,11.5,5.5,41.496,35.346,5.83
18-3724_Rep1_13.1,421.5,14,8,40.611,33.5,3.751
18-3724_Rep1_13.2,301.5,10.5,7,43.649,37.079,4.846
18-3724_Rep1_13.3,542.9,13,8.5,42.032,35.991,4.576
18-3724_Rep1_13.4,758.7,13,10.5,44.141,39.193,7.614
18-3724_Rep1_13.5,500.7,12.5,9,39.667,34.136,4.553
18-3724_Rep1_13.6,716.3,13.5,9.5,42.807,36.852,5.118
18-3724_Rep1_14.1,521.7,16,8,37.271,30.786,3.581
18-3724_Rep1_14.2,479.5,15.5,8.5,37.843,31.993,4.074
18-3724_Rep1_14.3,495.7,15.5,8,38.652,32.699,3.843
18-3724_Rep1_14.4,291.8,14,7,36.753,31.131,4.381
18-3728_Rep1_1.1,766,17,9.5,39.88,33.189,3.752
18-3728_Rep1_1.2,646,17,9,42.777,37.24,6.951
18-3728_Rep1_1.3,883.9,16.5,10,40.873,34.167,3.947
18-3728_Rep1_1.4,723.1,17,9.5,41.532,35.229,4.365
18-3728_Rep1_2.1,650.6,14,9.5,38.297,31.444,3.727
18-3728_Rep1_2.2,587,14,9,39.307,32.468,4.07
18-3728_Rep1_3.1,789.9,17.5,9.5,38.647,31.703,3.695
18-3728_Rep1_3.2,556.2,14.5,8.5,33.549,27.328,3.163
18-3728_Rep1_3.3,587.5,15.5,8.5,37.431,30.35,3.269
18-3728_Rep1_3.4,867.6,17.5,10,36.667,29.868,3.428
18-3728_Rep1_3.5,882.3,17,10,36.77,29.843,3.481
18-3728_Rep1_3.6,777.8,16,10,37.895,31.562,3.589
18-3728_Rep1_4.1,790.3,17.5,9.5,46.928,40.51,7.542
18-3728_Rep1_4.2,900.6,17.5,10,43.449,35.956,5.131
18-3728_Rep1_4.3,867.3,17,10.5,43.558,37.29,5.534
18-3728_Rep1_4.4,676.5,17,9,45.404,39.129,7.67
18-3728_Rep1_4.5,853.7,17,10,43.778,37.083,5.092
18-3728_Rep1_4.6,855.8,18.5,9.5,42.856,35.762,5.002
18-3728_Rep1_5.1,879.5,16,10.5,45.982,39.386,5.931
18-3728_Rep1_5.2,775.9,16.5,10,47.138,40.673,7.192
18-3728_Rep1_5.3,899.4,17,10.5,48.433,42.502,8.594
18-3728_Rep1_5.4,876.6,16.5,10.5,46.546,40.515,7.094
18-3728_Rep1_5.5,731.9,16,9.5,43.251,37.237,6.702
18-3728_Rep1_5.6,719.1,17,10,43.323,36.711,5.706
18-3726_Rep1_1.1,338.9,11,8.5,50.332,44.955,10.004
18-3726_Rep1_1.2,372.5,11.5,8.5,41.694,36.586,7.495
18-3726_Rep1_2.1,285.7,11,8,40.76,36.188,7.685
18-3726_Rep1_2.2,355,12,7,40.84,35.297,6.353
18-3726_Rep1_2.3,582.6,13,9.5,42.771,36.76,5.494
18-3726_Rep1_2.4,613.6,12.5,9.5,39.505,33.459,4.423
18-3726_Rep1_2.5,324.7,11,8,42.603,37.29,7.032
18-3726_Rep1_2.6,635.9,13,10,47.462,42.091,8.94
18-3726_Rep1_3.1,541.6,12.5,8.5,47.005,41.478,8.564
18-3726_Rep1_3.2,489.4,12.5,8,42.884,36.84,5.701
18-3726_Rep1_3.3,390.2,12,7.5,39.185,33.316,4.989
18-3726_Rep1_4.1,428.9,14,8,43.694,38.222,6.574
18-3726_Rep1_4.2,531.6,13.5,8.5,34.766,29.202,3.917
18-3726_Rep1_4.3,392.4,13,8,40.053,33.849,5.009
18-3726_Rep1_4.4,362.5,11,8,42.422,36.947,6.595
18-3726_Rep1_4.5,416,11.5,8,44.634,38.861,7.153
18-3726_Rep1_4.6,187.7,11,5,39.392,32.877,4.644
18-3726_Rep1_5.1,660.3,14.5,9,42.936,37.196,6.105
18-3726_Rep1_5.2,357,12.5,7.5,39.529,33.278,4.751
